,media_name_normalized,count,median_char_len,median_word_count,date_min,date_max,date_span_days,percentage,percentage_cum_sum
311,www.sdpnoticias.com/arc/outboundfeeds/rss/category/motor/?outputType=xml,280,2279.0,374.0,2021-04-27 11:20:05.529,2026-05-11 23:42:34.037,1840,0.21039975954313195,89.9203486624587
303,www.razon.com.mx,273,3151.0,523.0,2023-02-06 00:00:00.000,2026-05-12 00:00:00.000,1191,0.20513976555455365,90.12548842801324
128,miled.com/,272,4886.5,795.0,2021-12-10 00:00:01.000,2026-05-10 00:00:00.000,1611,0.2043883378418996,90.32987676585515
175,pueblaroja.mx,252,2267.0,367.0,2018-01-08 00:00:00.000,2026-05-11 23:51:25.000,3045,0.18935978358881875,90.51923654944396
228,www.diariocambio.com.mx,252,2860.5,458.0,2024-07-08 12:00:00.000,2026-05-12 08:00:00.000,672,0.18935978358881875,90.70859633303277
200,sintesis.com.mx/tlaxcala,249,3026.0,472.0,2022-10-12 00:00:00.000,2024-10-26 00:00:00.000,745,0.1871055004508566,90.89570183348363
79,heraldodemexico.com.mx,238,2505.0,410.5,2023-01-31 23:19:35.000,2024-12-27 23:28:58.000,696,0.17883979561166216,91.0745416290953
216,www.am.com.mx/celaya,232,2578.0,420.5,2023-01-26 00:00:00.000,2026-05-05 00:00:00.000,1195,0.17433122933573791,91.24887285843103
252,www.elpueblo.com/,231,2954.0,472.0,2023-08-03 00:00:00.000,2026-05-11 23:32:30.000,1012,0.17357980162308384,91.4224526600541
231,www.digitalmex.mx/anotelo,224,2818.5,431.0,2024-08-16 16:24:06.000,2026-05-12 02:10:15.000,633,0.16831980763450555,91.59077246768861
125,letraese.jornada.com.mx,221,6612.0,1049.0,2023-10-13 00:00:00.000,2024-09-13 00:00:00.000,336,0.16606552449654344,91.75683799218515
219,www.animalpolitico.com/,211,3948.0,634.0,2022-10-02 10:34:53.000,2024-12-26 00:00:00.000,815,0.158551247370003,91.91538923955515
63,elpopular.mx/,208,3476.5,575.5,2024-05-07 00:00:00.000,2026-05-12 00:00:00.000,735,0.1562969642320409,92.0716862037872
259,www.elsoldemexico.com.mx/mundo,206,5326.0,875.0,2024-08-24 06:00:00.000,2024-12-07 18:45:37.000,105,0.15479410880673278,92.22648031259392
224,www.contrareplica.mx,205,2437.0,393.0,2019-02-06 23:27:25.000,2026-05-12 03:32:31.000,2651,0.15404268109407876,92.380522993688
257,www.elsoldelcentro.com.mx/cultura,203,3814.0,612.0,2024-11-07 13:49:14.000,2024-12-08 00:00:00.000,30,0.15253982566877067,92.53306281935677
251,www.elheraldodechihuahua.com.mx/,200,5875.0,955.0,2020-10-02 06:00:00.000,2024-12-07 21:25:44.000,1527,0.15028554253080853,92.68334836188758
295,www.maspormas.com/category/cdmx/feed/,193,3770.0,641.0,2022-06-15 14:00:00.000,2025-02-13 17:46:54.000,974,0.14502554854223024,92.82837391042982
310,www.sdpnoticias.com/,190,2408.0,399.0,2024-12-02 13:05:41.000,2026-05-11 22:36:48.071,525,0.14277126540426813,92.97114517583408
185,reporterosenmovimiento.com/category/la-paz,181,2644.0,426.0,2019-09-10 00:00:00.000,2026-05-11 00:00:00.000,2435,0.13600841599038174,93.10715359182446
280,www.informador.mx/,178,2933.5,475.5,2024-12-14 01:17:02.000,2026-05-12 10:27:51.000,514,0.1337541328524196,93.24090772467687
143,newsreportmx.com/,177,3481.0,548.0,2019-10-10 00:00:00.000,2026-05-10 00:00:00.000,2404,0.13300270513976556,93.37391042981663
163,ovaciones.com/category/futbol/feed/,174,2866.5,461.0,2024-04-08 14:45:23.000,2026-05-12 07:29:45.000,763,0.13074842200180342,93.50465885181843
233,www.ejecentral.com.mx/publicidad,166,3285.0,514.0,2019-12-05 08:00:48.000,2026-05-12 00:40:04.853,2349,0.1247370003005711,93.629395852119
208,unomasuno.com.mx,165,2428.0,377.0,2023-07-03 20:55:06.000,2026-05-11 19:18:04.000,1042,0.12398557258791704,93.75338142470692
243,www.eleconomista.com.mx/deportes,164,3052.5,489.5,2026-04-22 14:07:46.000,2026-05-12 02:20:41.000,19,0.12323414487526299,93.87661556958219
138,mundoejecutivo.com.mx/noticias,157,2882.0,441.0,2024-08-20 19:59:37.000,2026-05-11 20:33:00.000,629,0.11797415088668471,93.99458972046887
53,elindependiente.mx/estados,156,2928.0,460.0,2024-09-04 02:10:55.000,2026-05-12 00:00:00.000,614,0.11722272317403065,94.11181244364289
